stk1,stk2,flag,a,b
603989,601225,0,-0.40422108270825696,0.23005497627074337
603989,600481,0,-0.39701466586463663,0.3961643437839987
603989,2573,0,-0.37923812645679156,0.8040341186560029
603989,2247,0,-0.4016551052281705,0.44234777160622235
603989,895,0,-0.3798282063811007,0.778492264710129
603989,2686,0,-0.3872653450944615,0.5072902668756092
603989,601118,0,-0.40072925457102626,0.31206563838198653
603989,600178,0,-0.39692923953247017,0.39844018102513906
603989,600598,0,-0.38989579561245324,0.46595658082737285
603989,2405,0,-0.38266772305253394,0.7293018497577661
603989,600647,0,-0.38111906006261254,0.7382447709767015
603989,601588,0,-0.4047802473170568,0.21625903154089895
603989,2651,0,-0.4167578474054706,-0.056266827226329474
603989,600801,0,-0.39962788990400017,0.3146261090959786
603989,2451,0,-0.3967223302302412,0.40475437565429845
603989,761,0,-0.4029514453704233,0.2589554861872661
603989,300480,0,-0.3649116285777034,1.1368231667668343
603989,708,0,0,0
603989,2333,0,-0.3970246458995782,0.3968925143829913
603989,603268,0,-0.344835790792365,1.5283682685703464
603989,928,0,-0.38565785306781364,0.6551279564220746
603989,603686,0,-0.4886144196528689,1.6763048920779946
603989,300161,0,-0.4167578474054706,-0.056266827226329474
603989,791,0,-0.3946619705963275,0.4380065683511818
603989,300267,0,-0.3901466888323357,0.5556839461881818
603989,300238,0,-0.3473914993033454,1.5392060268025096
603989,600808,0,-0.40671801822132864,0.17385053350614396
603989,300184,0,-0.4167578474054706,-0.056266827226329474
603989,601933,0,-0.4039227210757001,0.23694212203745235
603989,626,0,-0.3902061528733785,0.6530642862066851
603989,600260,0,-0.3955876825197329,0.4310446043385416
603989,600068,0,-0.3995376001177826,0.3350618744583902
603989,600432,0,-0.39807868852858347,0.3649604804033025
603989,736,0,-0.39430437052474776,0.3586229941448227
603989,600230,0,-0.39789878694966685,0.3760106041964981
603989,878,0,-0.4167578474054706,-0.056266827226329474
603989,600297,0,-0.39562088206306295,0.4255575302172252
603989,600162,0,-0.4058225556111591,0.19402041106724652
603989,600489,0,-0.39649593458586624,0.40636188175344445
